date,building_number,month,year,container_type,service_type,bill_description,description,bill_desc_original,desc_original,container_quantity,volume_per_container,weekly_pickups,volume_collected_per_week,total_volume_per_week,waste_stream,share_of_commingled_volume,total_commingled_waste,waste_this_month,data_version
7/1/16,2839,July,2016,8FL,FL,Copeley III 839,Copeley Apartments,UVA COPELEY III 839           ,Copeley Apartments,1,8,2,16,4190,Housing,0.38,203.57,0.78,032820-00
7/1/16,,July,2016,2FL,FL,Carr's Hill/Pres House,Carr's Hill,UVA CARR'S HILL/PRES HOUSE    ,Carr's Hill,1,2,1,2,4190,On-Grounds,0.05,203.57,0.1,032820-00
7/1/16,580,July,2016,6FL,FL,Carruthers Hall North,Carruthers Hall,UVA CARRUTHERS HALL NORTH     ,Carruthers Hall,1,6,2,12,4190,Off-Grounds,0.29,203.57,0.58,032820-00
7/1/16,580,July,2016,8FL,FL,Carruthers Hall South,Carruthers Hall,UVA CARRUTHERS HALL SOUTH     ,Carruthers Hall,1,8,3,24,4190,Off-Grounds,0.57,203.57,1.17,032820-00
7/1/16,2132,July,2016,8FL,FL,Casa Bolivar Spanish,Casa Bolivar Spanish,UVA CASA BOLIVAR SPANISH      ,Casa Bolivar Spanish,1,8,6,48,4190,Housing,1.15,203.57,2.33,032820-00
7/1/16,2360,July,2016,10F,FL,Cauthen,Cauthen,UVA CAUTHEN                   ,Cauthen,1,10,6,60,4190,Housing,1.43,203.57,2.92,032820-00
7/1/16,256,July,2016,8FC,FL,Chemistry Building,Chemistry Building,UVA CHEMISTRY                 ,Chemistry Building,1,24,6,144,4190,On-Grounds,3.44,203.57,7,032820-00
7/1/16,68,July,2016,8FL,FL,Clark Hall,Clark Hall,UVA CLARK HALL                ,Clark Hall,1,8,5,40,4190,On-Grounds,0.95,203.57,1.94,032820-00
7/1/16,2801,July,2016,8FL,FL,Copeley Apts 210 Seymour,Copeley Apartments,UVA COPELY SEYMOUR 210        ,Copeley Apartments,1,8,1,8,4190,Housing,0.19,203.57,0.39,032820-00
7/1/16,,July,2016,T96,FL,Collanade Alley,Collanade Alley,UVA COLLANADE ALLEY           ,Collanade Alley,5,0.5,4,10,4190,Housing,0.24,203.57,0.49,032820-00
7/1/16,2821,July,2016,8FL,FL,Copeley Apts 285 Peyton,Copeley Apartments,UVA COPELEY APTS 285 PEYTON   ,Copeley Apartments,1,8,1,8,4190,Housing,0.19,203.57,0.39,032820-00
7/1/16,2816,July,2016,8FL,FL,Copeley Apts 304 Peyton,Copeley Apartments,UVA COPELEY APTS 304 PEYTON   ,Copeley Apartments,1,8,3,24,4190,Housing,0.57,203.57,1.17,032820-00
7/1/16,2828,July,2016,4FL,FL,Copeley Apts 406 Farrish,Copeley Apartments,UVA COPELEY APTS 406 FARRISH  ,Copeley Apartments,1,4,1,4,4190,Housing,0.1,203.57,0.19,032820-00
7/1/16,2804,July,2016,8FL,FL,Copeley Apts 410 Seymour,Copeley Apartments,UVA COPELEY APTS 410 SEYMOUR  ,Copeley Apartments,1,8,1,8,4190,Housing,0.19,203.57,0.39,032820-00
7/1/16,1194,July,2016,2FL,FL,Cobb Hall,Cobb Hall,UVA COBB HALL                 ,Cobb Hall,1,2,5,10,4190,On-Grounds,0.24,203.57,0.49,032820-00
7/1/16,2825,July,2016,8FL,FL,Copeley Apts 454 Farrish,Copeley Apartments,UVA COPELEY APTS 454 FARRISH  ,Copeley Apartments,1,8,1,8,4190,Housing,0.19,203.57,0.39,032820-00
7/1/16,2805,July,2016,4FL,FL,Copeley Apts 443 Seymour,Copeley Apartments,UVA COPELEY APTS 443 SEYMOUR  ,Copeley Apartments,1,4,1,4,4190,Housing,0.1,203.57,0.19,032820-00
7/1/16,2829,July,2016,8FL,FL,Copeley III 829,Copeley Apartments,UVA COPELEY III 829           ,Copeley Apartments,1,8,2,16,4190,Housing,0.38,203.57,0.78,032820-00
7/1/16,2822,July,2016,8FL,FL,Copeley II 488 Farrish,Copeley Apartments,UVA COPELEY II 488 FARRISH    ,Copeley Apartments,1,8,1,8,4190,Housing,0.19,203.57,0.39,032820-00
7/1/16,2827,July,2016,8FL,FL,Copeley II 422 Farrish,Copeley Apartments,UVA COPELEY II 422 FARRISH    ,Copeley Apartments,1,8,1,8,4190,Housing,0.19,203.57,0.39,032820-00
7/1/16,2806,July,2016,8FL,FL,Copeley I 448 Seymour,Copeley Apartments,UVA COPELEY I 448 SEYMOUR     ,Copeley Apartments,1,8,1,8,4190,Housing,0.19,203.57,0.39,032820-00
7/1/16,2833,July,2016,8FL,FL,Copeley III 833,Copeley Apartments,UVA COPELEY III 833           ,Copeley Apartments,1,8,3,24,4190,Housing,0.57,203.57,1.17,032820-00
7/1/16,2814,July,2016,8FL,FL,Copeley Apts 547 Seymour,Copeley Apartments,UVA COPELEY APTS 547 SEYMOUR  ,Copeley Apartments,1,8,1,8,4190,Housing,0.19,203.57,0.39,032820-00
7/1/16,2813,July,2016,6FL,FL,Copeley Apts 520 Seymour,Copeley Apartments,UVA COPELEY APTS 520 SEYMOUR  ,Copeley Apartments,1,6,1,6,4190,Housing,0.14,203.57,0.29,032820-00
7/1/16,2809,July,2016,6FL,FL,Copeley Apts 510 Seymour,Copeley Apartments,UVA COPELEY APTS 510 SEYMOUR  ,Copeley Apartments,1,6,1,6,4190,Housing,0.14,203.57,0.29,032820-00
7/1/16,2810,July,2016,8FL,FL,Copeley Apts 499 Seymour,Copeley Apartments,UVA COPELEY APTS 499 SEYMOUR  ,Copeley Apartments,1,8,1,8,4190,Housing,0.19,203.57,0.39,032820-00
7/1/16,2808,July,2016,6FL,FL,Copeley Apts 475 Seymour,Copeley Apartments,UVA COPELEY APTS 475 SEYMOUR  ,Copeley Apartments,1,6,1,6,4190,Housing,0.14,203.57,0.29,032820-00
7/1/16,800,July,2016,4FL,FL,Copeley Child Care Center,Copeley Child Care Center,UVA COPELEY CHILD CARE CENTER ,Copeley Child Care Center,1,4,2,8,4190,Off-Grounds,0.19,203.57,0.39,032820-00
8/1/16,,August,2016,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,6.65,6.65,032820-00
8/1/16,,August,2016,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,5.5,5.5,032820-00
8/1/16,,August,2016,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,5.17,5.17,032820-00
8/1/16,,August,2016,RO,RO,Move In,Move In/Out,MOVE IN,Move In/Out,1,,1,0,,Housing,100,1.93,1.93,032820-00
8/1/16,,August,2016,RO,RO,Move In,Move In/Out,MOVE IN,Move In/Out,1,,1,0,,Housing,100,2.19,2.19,032820-00
8/1/16,,August,2016,RO,RO,Move In,Move In/Out,MOVE IN,Move In/Out,1,,1,0,,Housing,100,1.69,1.69,032820-00
8/1/16,,August,2016,RO,RO,Move In,Move In/Out,MOVE IN,Move In/Out,1,,1,0,,Housing,100,0.88,0.88,032820-00
8/1/16,,August,2016,RO,RO,Move In,Move In/Out,MOVE IN,Move In/Out,1,,1,0,,Housing,100,1.84,1.84,032820-00
8/1/16,,August,2016,RO,RO,Move In,Move In/Out,MOVE IN,Move In/Out,1,,1,0,,Housing,100,0.72,0.72,032820-00
8/1/16,,August,2016,RO,RO,Move In,Move In/Out,MOVE IN,Move In/Out,1,,1,0,,Housing,100,1.02,1.02,032820-00
8/1/16,,August,2016,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,5.91,5.91,032820-00
8/1/16,,August,2016,RO,RO,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,University Hospital (Roll Off) Compacted - Dock 6,Main Hospital Dock 6,1,34,1,34,,RMW,100,5.61,5.61,032820-00
8/1/16,,August,2016,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.45,6.45,032820-00
8/1/16,,August,2016,8FL,FL,Mallot/Brown,Mallot/Brown,UVA MALLOT/BROWN              ,Mallot/Brown,1,8,6,48,4148,Housing,1.16,271.06,3.14,032820-00
8/1/16,583,August,2016,4FL,FL,Mat Mgmt Storage P&T,Mat Mgmt Storage P&T,UVA MAT MGMT STORAGE P&T      ,Mat Mgmt Storage P&T,1,4,1,4,4148,Maintenance,0.1,271.06,0.26,032820-00
8/1/16,270,August,2016,4FL,FL,Material Science,Material Science,UVA MATERIAL SCIENCE          ,Material Science,1,4,2,8,4148,On-Grounds,0.19,271.06,0.52,032820-00
8/1/16,,August,2016,T96,FL,Mccormick Observatory,McCormick Observatory,UVA MCCORMICK OBSERVATORY     ,McCormick Observatory,1,0.5,1,0.5,4148,On-Grounds,0.01,271.06,0.03,032820-00
8/1/16,105,August,2016,4FL,FL,McLeod Hall,McLeod Hall,UVA MCLEOD HALL               ,McLeod Hall,1,4,6,24,4148,Clinical MSW,0.58,271.06,1.57,032820-00
8/1/16,5087,August,2016,6FL,FL,Memorial Gymnasium,Memorial Gymnasium,UVA MEMORIAL GYMNASIUM        ,Memorial Gymnasium,1,6,3,18,4148,IM-Rec,0.43,271.06,1.18,032820-00
8/1/16,,August,2016,T96,FL,Mews Alley,Mews Alley,UVA MEWS ALLEY                ,Mews Alley,2,0.5,4,4,4148,Housing,0.1,271.06,0.26,032820-00
8/1/16,2336,August,2016,2FL,FL,Mimosa Ct 138,Mimosa Court,UVA MIMOSA CT 138             ,Mimosa Court,1,2,3,6,4148,Housing,0.14,271.06,0.39,032820-00
8/1/16,2347,August,2016,8FL,FL,Mimosa Dr 115,Mimosa Drive,UVA MIMOSA DR 115             ,Mimosa Drive,1,8,3,24,4148,Housing,0.58,271.06,1.57,032820-00
8/1/16,2352,August,2016,4FL,FL,Mimosa Dr 118,Mimosa Drive,UVA MIMOSA DR 118             ,Mimosa Drive,1,4,3,12,4148,Housing,0.29,271.06,0.78,032820-00
8/1/16,83,August,2016,4FL,FL,Monroe Hall,Monroe Hall,UVA MONROE HALL               ,Monroe Hall,1,4,6,24,4148,On-Grounds,0.58,271.06,1.57,032820-00
8/1/16,,August,2016,T96,FL,Morea House,Morea House,UVA MOREA HOUSE               ,Morea House,2,0.5,3,3,4148,Housing,0.07,271.06,0.2,032820-00
8/1/16,,August,2016,6FL,FL,Main Heating Plant,Main Heating Plant,UVA MAIN HEATING PLANT        ,Main Heating Plant,1,6,5,30,4148,On-Grounds,0.72,271.06,1.96,032820-00
8/1/16,1697,August,2016,2FL,FL,Moser Radiation Therapy Ce,Moser Radiation Therapy,UVA MOSER RADIATION THERAPY CE,Moser Radiation Therapy,1,2,1,2,4148,Clinical MSW,0.05,271.06,0.13,032820-00
8/1/16,1157,August,2016,2FL,FL,Mr4 West,MR4  ,UVA MR4 WEST                  ,MR4  ,1,2,6,12,4148,Clinical MSW,0.29,271.06,0.78,032820-00
8/1/16,1155,August,2016,10F,FL,Mr5,MR5  ,UVA MR5                       ,MR5  ,1,10,6,60,4148,Clinical MSW,1.45,271.06,3.92,032820-00
8/1/16,1161,August,2016,8FL,FL,Mr6,MR6,UVA MR6                       ,MR6,1,8,4,32,4148,Clinical MSW,0.77,271.06,2.09,032820-00
8/1/16,60,August,2016,8FL,FL,New Cabell Hall,New Cabell Hall,UVA NEW CABELL HALL           ,New Cabell Hall,1,8,12,96,4148,On-Grounds,2.31,271.06,6.27,032820-00
8/1/16,60,August,2016,10F,FL,New Cabell Hall,New Cabell Hall,UVA NEW CABELL HALL           ,New Cabell Hall,1,10,12,120,4148,On-Grounds,2.89,271.06,7.84,032820-00
8/1/16,1988,August,2016,8FL,FL,New Child Care Center,New Child Care Center,UVA NEW CHILDCARE CENTER      ,New Child Care Center,1,8,3,24,4148,Off-Grounds,0.58,271.06,1.57,032820-00
8/1/16,122,August,2016,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,34,1,34,,Aramark,100,2.08,2.08,032820-00
8/1/16,122,August,2016,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,34,1,34,,Aramark,100,2.77,2.77,032820-00
8/1/16,122,August,2016,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,34,1,34,,Aramark,100,4.62,4.62,032820-00
8/1/16,122,August,2016,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,34,1,34,,Aramark,100,8.75,8.75,032820-00
8/1/16,5561,August,2016,2FL,FL,North Grounds Rec Ct,North Grounds Rec. Center,UVA NORTH GROUNDS REC CT      ,North Grounds Rec. Center,1,2,3,6,4148,IM-Rec,0.14,271.06,0.39,032820-00
8/1/16,3711,August,2016,8FL,FL,Northridge,Northridge,UVA NORTHRIDGE                ,Northridge,1,8,3,24,4148,Clinical MSW,0.58,271.06,1.57,032820-00
8/1/16,1157,August,2016,8FL,FL,Mr4,MR4  ,UVA MR4                       ,MR4  ,1,8,3,24,4148,Clinical MSW,0.58,271.06,1.57,032820-00
8/1/16,,August,2016,RO,RO,O Hill,O Hill,UVA O HILL                    ,O Hill,1,34,1,34,,Aramark,100,7.67,7.67,032820-00
8/1/16,421,August,2016,4FL,FL,Madison Hall,Madison Hall,UVA MADISON HALL              ,Madison Hall,1,4,2,8,4148,On-Grounds,0.19,271.06,0.52,032820-00
8/1/16,527,August,2016,6FL,FL,Law/Withers-Brown,Withers-Brown,UVA LAW/WITHERS-BROWN         ,Withers-Brown,1,6,5,30,4148,Law School,0.72,271.06,1.96,032820-00
8/1/16,,August,2016,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,30,1,30,,CDD,100,3.99,3.99,032820-00
8/1/16,2566,August,2016,8FL,FL,Faulkner Dorms,Faulkner Dorms,UVA FAULKNER DORMS            ,Faulkner Dorms,1,8,6,48,4148,Housing,1.16,271.06,3.14,032820-00
8/1/16,,August,2016,T96,FL,Faulkner Gravel Lot,Faulkner Grave Lot,UVA FAULKNER GRAVEL LOT       ,Faulkner Grave Lot,2,0.5,2,2,4148,Housing,0.05,271.06,0.13,032820-00
8/1/16,595,August,2016,8FL,FL,Fontana Food Center,Fontana Food Center,UVA FONTANA FOOD CENTER       ,Fontana Food Center,1,8,5,40,4148,Aramark,0.96,271.06,2.61,032820-00
8/1/16,5577,August,2016,8FL,FL,Frank C McCue Ctr,Frank C McCue Center,UVA FRANK C MCCUE CTR         ,Frank C McCue Center,1,8,5,40,4148,Athletics,0.96,271.06,2.61,032820-00
8/1/16,,August,2016,T96,FL,Garrett Hall,Garrett Hall,UVA GARRETT HALL              ,Garrett Hall,3,0.5,4,6,4148,On-Grounds,0.14,271.06,0.39,032820-00
8/1/16,,August,2016,10F,FL,Gibbons House,Gibbons House,UVA GIBBONS HOUSE             ,Gibbons House,1,10,6,60,4148,Housing,1.45,271.06,3.92,032820-00
8/1/16,2382,August,2016,8FL,FL,Gooch 382,Gooch Dillard Dorms,UVA GOOCH 382                 ,Gooch Dillard Dorms,1,8,6,48,4148,Housing,1.16,271.06,3.14,032820-00
8/1/16,2382,August,2016,8FL,FL,Gooch 382,Gooch Dillard Dorms,UVA GOOCH 382                 ,Gooch Dillard Dorms,1,8,6,48,4148,Housing,1.16,271.06,3.14,032820-00
8/1/16,67,August,2016,4FL,FL,Halsey Hall,Halsey Hall,UVA HALSEY HALL               ,Halsey Hall,1,4,6,24,4148,On-Grounds,0.58,271.06,1.57,032820-00
8/1/16,2394,August,2016,8FL,FL,Hereford College Low,Hereford College,UVA HEREFORD COLLEGE LOW      ,Hereford College,1,8,6,48,4148,Housing,1.16,271.06,3.14,032820-00
8/1/16,2391,August,2016,8FL,FL,Hereford College Up,Hereford College,UVA HEREFORD COLLEGE UP       ,Hereford College,1,8,6,48,4148,Housing,1.16,271.06,3.14,032820-00
8/1/16,2372,August,2016,8FL,FL,Lile-Maupin,Lili-Maupin ,UVA LILE-MAUPIN               ,Lili-Maupin ,1,8,6,48,4148,Housing,1.16,271.06,3.14,032820-00
8/1/16,356,August,2016,2FL,FL,High Energy Lab,High Energy Lab,UVA HIGH ENERGY PHYSICS LAB   ,High Energy Lab,1,2,1,2,4148,On-Grounds,0.05,271.06,0.13,032820-00
8/1/16,534,August,2016,8FL,FL,JAG School Addition,JAG School,UVA JAG SCHOOL ADDITION       ,JAG School,1,8,1,8,4148,JAG School,0.19,271.06,0.52,032820-00
8/1/16,,August,2016,RO,RO,JPJ,JPJ,UVA JOHN PAUL JONES           ,JPJ,1,34,1,34,,Athletics,100,11.9,11.9,032820-00
8/1/16,,August,2016,8FL,FL,Jordan Hall,Jordan/Pinn Hall,UVA JORDAN HALL               ,Jordan/Pinn Hall,2,8,6,96,4148,Clinical MSW,2.31,271.06,6.27,032820-00
8/1/16,,August,2016,8FL,FL,Jordan Hall Annex,Jordan/Pinn Hall,UVA JORDAN HALL ANNEX         ,Jordan/Pinn Hall,1,8,5,40,4148,Clinical MSW,0.96,271.06,2.61,032820-00
8/1/16,,August,2016,10F,FL,Jpj Game Day,JPJ,UVA JPJ GAME DAY              ,JPJ,2,10,1,20,4148,Athletics,0.48,271.06,1.31,032820-00
8/1/16,,August,2016,4FL,FL,KCRC Commonwealth Court,KCRC Commonwealth Court,UVA KCRC COMMONWEALTH COURT   ,KCRC Commonwealth Court,1,4,1,4,4148,Off-Grounds,0.1,271.06,0.26,032820-00
8/1/16,2368,August,2016,8FL,FL,Kellogg House,Kellogg House,UVA KELLOGG HOUSE             ,Kellogg House,1,8,6,48,4148,Housing,1.16,271.06,3.14,032820-00
8/1/16,,August,2016,8FL,FL,Klockner Stadium,Klockner Stadium,UVA KLOCKNER STADIUM          ,Klockner Stadium,1,8,3,24,4148,Athletics,0.58,271.06,1.57,032820-00
8/1/16,,August,2016,6FL,FL,Kluge Child Rehab,Kluge Child Rehab.,UVA KLUGE CHILD REHAB         ,Kluge Child Rehab.,1,6,1,6,4148,Clinical MSW,0.14,271.06,0.39,032820-00
8/1/16,2474,August,2016,8FL,FL,Lambeth Field Dorms,Lambeth Field Dorms,UVA LAMBETH FIELD DORMS       ,Lambeth Field Dorms,1,8,2,16,4148,Housing,0.39,271.06,1.05,032820-00
8/1/16,2474,August,2016,10F,FL,Lambeth Field Dorms,Lambeth Field Dorms,UVA LAMBETH FIELD DORMS       ,Lambeth Field Dorms,1,10,12,120,4148,Housing,2.89,271.06,7.84,032820-00
8/1/16,2464,August,2016,10F,FL,Lambeth Store,Lambeth Store,UVA LAMBETH STORE             ,Lambeth Store,1,10,6,60,4148,Housing,1.45,271.06,3.92,032820-00
8/1/16,532,August,2016,8FL,FL,JAG School,JAG School,UVA JAG SCHOOL                ,JAG School,1,8,5,40,4148,JAG School,0.96,271.06,2.61,032820-00
8/1/16,,August,2016,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,30,1,30,,CDD,100,3.86,3.86,032820-00
8/1/16,,August,2016,RO,RO,O Hill,O Hill,UVA O HILL                    ,O Hill,1,34,1,34,,Aramark,100,6.02,6.02,032820-00
8/1/16,1181,August,2016,8FL,FL,Old Medical School,Old Medical School,UVA OLD MEDICAL SCHOOL        ,Old Medical School,1,8,5,40,4148,Clinical MSW,0.96,271.06,2.61,032820-00
8/1/16,556,August,2016,8FL,FL,Sponsor's Hall,Sponsor's Hall,UVA SPONSORS HALL             ,Sponsor's Hall,1,8,1,8,4148,Darden,0.19,271.06,0.52,032820-00
8/1/16,559,August,2016,4FL,FL,Sponsors Hall Dining,Sponsor's Hall Dining,UVA SPONSORS HALL DINING      ,Sponsor's Hall Dining,1,4,5,20,4148,Darden,0.48,271.06,1.31,032820-00
8/1/16,1985,August,2016,8FL,FL,Stacey Hall,Stacey Hall,UVA STACEY HALL               ,Stacey Hall,1,8,3,24,4148,On-Grounds,0.58,271.06,1.57,032820-00
8/1/16,254,August,2016,8FL,FL,Stone Hall,Stone Hall,UVA STONE HALL                ,Stone Hall,1,8,3,24,4148,On-Grounds,0.58,271.06,1.57,032820-00
8/1/16,,August,2016,4FL,FL,Stores Warehouse,Stores Warehouse,UVA STORES WAREHOUSE          ,Stores Warehouse,1,4,1,4,4148,On-Grounds,0.1,271.06,0.26,032820-00
8/1/16,290,August,2016,4FL,FL,Student Activities Building,Student Activities Building,UVA STUDENT ACTIVITIES BUILDIN,Student Activities Building,1,4,2,8,4148,On-Grounds,0.19,271.06,0.52,032820-00
8/1/16,7147,August,2016,6FL,FL,Telephone Exchange,Telephone Exchange,UVA TELEPHONE EXCHANGE        ,Telephone Exchange,1,6,2,12,4148,On-Grounds,0.29,271.06,0.78,032820-00
8/1/16,5535,August,2016,6FL,FL,The Park,The Park,UVA THE PARK - SUPPORT FACILIT,The Park,1,6,2,12,4148,IM-Rec,0.29,271.06,0.78,032820-00
8/1/16,204,August,2016,4FL,FL,Thornton Hall,Thornton Hall,UVA THORNTON HALL             ,Thornton Hall,1,4,4,16,4148,On-Grounds,0.39,271.06,1.05,032820-00
8/1/16,204,August,2016,4FL,FL,Thornton Hall Cont 2,Thornton Hall,UVA THORNTON HALL CONT 2      ,Thornton Hall,1,4,4,16,4148,On-Grounds,0.39,271.06,1.05,032820-00
8/1/16,3714,August,2016,10F,FL,Transitional Care Hospital,Transitional Care Hospital,UVA TRANSITIONAL CARE HOSPITAL,Transitional Care Hospital,1,10,6,60,4148,Clinical MSW,1.45,271.06,3.92,032820-00
8/1/16,3714,August,2016,10F,FL,Transitional Care Hospital,Transitional Care Hospital,UVA TRANSITIONAL CARE HOSPITAL,Transitional Care Hospital,1,10,6,60,4148,Clinical MSW,1.45,271.06,3.92,032820-00
8/1/16,,August,2016,T96,FL,South Parking Garage,South Parking Garage,UVA SOUTH PARKING GARAGE      ,South Parking Garage,2,0.5,1,1,4148,Off-Grounds,0.02,271.06,0.07,032820-00
8/1/16,2078,August,2016,6FL,FL,Tucker/Brown College,Tucker/Brown College,UVA TUCKER/BROWN COLLEGE      ,Tucker/Brown College,1,6,3,18,4148,Housing,0.43,271.06,1.18,032820-00
8/1/16,2410,August,2016,8FL,FL,University Gardens,University Gardens,UVA UNIVERSITY GARDENS        ,University Gardens,1,8,2,16,4148,Housing,0.39,271.06,1.05,032820-00
8/1/16,,August,2016,RO,RO,University Hall,University Hall,UVA UNIVERSITY HALL,University Hall,1,30,1,30,,Athletics,100,2.52,2.52,032820-00
8/1/16,5576,August,2016,8FL,FL,University Hall,University Hall,UVA UNIVERSITY HALL           ,University Hall,1,8,3,24,4148,Athletics,0.58,271.06,1.57,032820-00
8/1/16,2370,August,2016,8FL,FL,Watson-Webb Dorms,Watson-Webb Dorms,UVA WATSON-WEBB DORMS         ,Watson-Webb Dorms,1,8,6,48,4148,Housing,1.16,271.06,3.14,032820-00
8/1/16,,August,2016,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,34,1,34,,Clinical MSW,100,8.1,8.1,032820-00
8/1/16,,August,2016,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,34,1,34,,Clinical MSW,100,9.53,9.53,032820-00
8/1/16,,August,2016,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,34,1,34,,Clinical MSW,100,8.56,8.56,032820-00
8/1/16,,August,2016,T96,FL,Wests Range Garage,West Range Garage,UVA WESTS RANGE GARAGE        ,West Range Garage,4,0.5,4,8,4148,On-Grounds,0.19,271.06,0.52,032820-00
8/1/16,267,August,2016,8FL,FL,Wilsdorf,Wilsdorf,UVA WILSDORF                  ,Wilsdorf,1,8,6,48,4148,On-Grounds,1.16,271.06,3.14,032820-00
8/1/16,2366,August,2016,10F,FL,Woody Dorm,Woody Dorm,UVA WOODY DORM                ,Woody Dorm,1,10,6,60,4148,Housing,1.45,271.06,3.92,032820-00
8/1/16,207,August,2016,8FL,FL,Zehmer Hall,Zehmer Hall,UVA ZEHMER HALL               ,Zehmer Hall,1,8,1,8,4148,Off-Grounds,0.19,271.06,0.52,032820-00
8/1/16,207,August,2016,2FL,FL,Zehmer Hall,Zehmer Hall,UVA ZEHMER HALL               ,Zehmer Hall,1,2,3,6,4148,Off-Grounds,0.14,271.06,0.39,032820-00
8/1/16,2410,August,2016,8FL,FL,University Gardens,University Gardens,UVA UNIVERSITY GARDEN         ,University Gardens,1,8,2,16,4148,Housing,0.39,271.06,1.05,032820-00
8/1/16,,August,2016,RO,RO,O Hill,O Hill,UVA O HILL                    ,O Hill,1,34,1,34,,Aramark,100,1.5,1.5,032820-00
8/1/16,72,August,2016,8FL,FL,South Lawn,South Lawn,UVA SOUTH LAWN                ,South Lawn,1,8,3,24,4148,On-Grounds,0.58,271.06,1.57,032820-00
8/1/16,528,August,2016,8FL,FL,Slaughter Hall,Slaughter Hall,UVA SLAUGHTER HALL            ,Slaughter Hall,1,8,2,16,4148,Law School,0.39,271.06,1.05,032820-00
8/1/16,202,August,2016,6FL,FL,Olsson Hall,Olsson Hall,UVA OLLSON HALL               ,Olsson Hall,1,6,5,30,4148,On-Grounds,0.72,271.06,1.96,032820-00
8/1/16,2422,August,2016,4FL,FL,Oneil Hall,Oneil Hall,UVA ONEIL HALL                ,Oneil Hall,1,4,2,8,4148,Off-Grounds,0.19,271.06,0.52,032820-00
8/1/16,,August,2016,T96,FL,Outdoor Rec. Center,Outdoor Rec. Center,UVA OUTDOOR REC CENTER        ,Outdoor Rec. Center,1,0.5,1,0.5,4148,IM-Rec,0.01,271.06,0.03,032820-00
8/1/16,3708,August,2016,10F,FL,Outpatient Surg Ctr,Outpatient Surgery Center,UVA OUTPATIENT SURG CTR       ,Outpatient Surgery Center,1,10,6,60,4148,Clinical MSW,1.45,271.06,3.92,032820-00
8/1/16,583,August,2016,8FL,FL,Parking & Transit,Parking & Transit,UVA PARKING & TRANSIT         ,Parking & Transit,1,8,2,16,4148,Off-Grounds,0.39,271.06,1.05,032820-00
